Date,High,Low,Open,Close,Volume,Adj Close,Change
2020-02-18,319.75,314.6099853515625,315.3599853515625,319.0,38.1328,319.0,1.1542411268124653
2020-02-19,324.57000732421875,320.0,320.0,323.6199951171875,23.496,323.6199951171875,1.1312484741210938
2020-02-20,324.6499938964844,318.2099914550781,322.6300048828125,320.29998779296875,25.1415,320.29998779296875,-0.7221947911168621
2020-02-21,320.45001220703125,310.5,318.6199951171875,313.04998779296875,32.3885,313.04998779296875,-1.748166282586916
2020-02-24,304.17999267578125,289.2300109863281,297.260009765625,298.17999267578125,55.5488,298.17999267578125,0.3094876135143814
2020-02-25,302.5299987792969,286.1300048828125,300.95001220703125,288.0799865722656,57.6684,288.0799865722656,-4.276466227857138
2020-02-26,297.8800048828125,286.5,286.5299987792969,292.6499938964844,49.5137,292.6499938964844,2.135900304771054
2020-02-27,286.0,272.9599914550781,281.1000061035156,273.5199890136719,80.1514,273.5199890136719,-2.6965552918033002
2020-02-28,278.4100036621094,256.3699951171875,257.260009765625,273.3599853515625,106.7212,273.3599853515625,6.258250398344178
2020-03-02,301.44000244140625,277.7200012207031,282.2799987792969,298.80999755859375,85.3493,298.80999755859375,5.855887363886877
2020-03-03,304.0,285.79998779296875,303.6700134277344,289.32000732421875,79.8689,289.32000732421875,-4.725526218916757
2020-03-04,303.3999938964844,293.1300048828125,296.44000244140625,302.739990234375,54.7946,302.739990234375,2.125215133276081
2020-03-05,299.54998779296875,291.4100036621094,295.5199890136719,292.9200134277344,46.8932,292.9200134277344,-0.8797968606506733
2020-03-06,290.82000732421875,281.2300109863281,282.0,289.0299987792969,56.5442,289.0299987792969,2.492907368544991
2020-03-09,278.0899963378906,263.0,263.75,266.1700134277344,71.6862,266.1700134277344,0.9175406361078199
2020-03-10,286.44000244140625,269.3699951171875,277.1400146484375,285.3399963378906,71.3225,285.3399963378906,2.9587866262672713
2020-03-11,281.2200012207031,271.8599853515625,277.3900146484375,275.42999267578125,63.8997,275.42999267578125,-0.7065942785072384
2020-03-12,270.0,248.0,255.94000244140625,248.22999572753906,104.6185,248.22999572753906,-3.012427381543173
2020-03-13,279.9200134277344,252.9499969482422,264.8900146484375,277.9700012207031,92.683,277.9700012207031,4.937893408185056
2020-03-16,259.0799865722656,240.0,241.9499969482422,242.2100067138672,80.6059,242.2100067138672,0.10746425662514934
2020-03-17,257.6099853515625,238.39999389648438,247.50999450683594,252.86000061035156,81.014,252.86000061035156,2.1615313410577706
2020-03-18,250.0,237.1199951171875,239.77000427246094,246.6699981689453,75.0584,246.6699981689453,2.877755254424409
2020-03-19,252.83999633789062,242.61000061035156,247.38999938964844,244.77999877929688,67.9643,244.77999877929688,-1.0550145991312747
2020-03-20,251.8300018310547,228.0,247.17999267578125,229.24000549316406,100.4233,229.24000549316406,-7.257863789222027
2020-03-23,228.5,212.61000061035156,228.0800018310547,224.3699951171875,84.1882,224.3699951171875,-1.6266251683982775
2020-03-24,247.69000244140625,234.3000030517578,236.36000061035156,246.8800048828125,71.8828,246.8800048828125,4.450839501309515
2020-03-25,258.25,244.3000030517578,250.75,245.52000427246094,75.9005,245.52000427246094,-2.0857410678121884
2020-03-26,258.67999267578125,246.36000061035156,246.52000427246094,258.44000244140625,63.0218,258.44000244140625,4.83530665356106
2020-03-27,255.8699951171875,247.0500030517578,252.75,247.74000549316406,51.0542,247.74000549316406,-1.9821936723386497
2020-03-30,255.52000427246094,249.39999389648438,250.74000549316406,254.80999755859375,41.9941,254.80999755859375,1.6231921417664035
2020-03-31,262.489990234375,252.0,255.60000610351562,254.2899932861328,49.2505,254.2899932861328,-0.5125245642021892
2020-04-01,248.72000122070312,239.1300048828125,246.5,240.91000366210938,44.0546,240.91000366210938,-2.267746993059077
2020-04-02,245.14999389648438,236.89999389648438,240.33999633789062,244.92999267578125,41.4835,244.92999267578125,1.9097929632309778
2020-04-03,245.6999969482422,238.97000122070312,242.8000030517578,241.41000366210938,32.47,241.41000366210938,-0.5724873855755803
2020-04-06,263.1099853515625,249.3800048828125,250.89999389648438,262.4700012207031,50.4551,262.4700012207031,4.611401995088238
2020-04-07,271.70001220703125,259.0,270.79998779296875,259.42999267578125,50.7218,259.42999267578125,-4.19866899177265
2020-04-08,267.3699951171875,261.2300109863281,262.739990234375,266.07000732421875,42.2238,266.07000732421875,1.2674192028679139
2020-04-09,270.07000732421875,264.70001220703125,268.70001220703125,267.989990234375,40.5291,267.989990234375,-0.2642433719389576
2020-04-13,273.70001220703125,265.8299865722656,268.30999755859375,273.25,32.7557,273.25,1.8411548158310607
2020-04-14,288.25,278.04998779296875,280.0,287.04998779296875,48.7487,287.04998779296875,2.517852783203125
2020-04-15,286.3299865722656,280.6300048828125,282.3999938964844,284.42999267578125,32.7886,284.42999267578125,0.7188381101881273
2020-04-16,288.20001220703125,282.3500061035156,287.3800048828125,286.69000244140625,39.2813,286.69000244140625,-0.24010106120208968
2020-04-17,286.95001220703125,276.8599853515625,284.69000244140625,282.79998779296875,53.8125,282.79998779296875,-0.6638851495413841
