Date,High,Low,Open,Close,Volume,Adj Close,Change
2020-02-16,52.40999984741211,52.099998474121094,52.20000076293945,52.18000030517578,0.019935,52.18000030517578,-0.03831505262710962
2020-02-18,52.40999984741211,50.880001068115234,52.22999954223633,52.04999923706055,0.607343,52.04999923706055,-0.3446301105750961
2020-02-19,53.65999984741211,51.93000030517578,52.119998931884766,53.290000915527344,0.221774,53.290000915527344,2.244823498886953
2020-02-20,54.5,53.220001220703125,53.5,53.779998779296875,0.113683,53.779998779296875,0.5233622042932243
2020-02-21,53.86000061035156,52.54999923706055,53.7400016784668,53.380001068115234,0.676179,53.380001068115234,-0.6698931877700554
2020-02-23,52.63999938964844,51.65999984741211,52.599998474121094,52.08000183105469,1.339288,52.08000183105469,-0.9885868025685243
2020-02-24,52.63999938964844,50.45000076293945,52.599998474121094,51.43000030517578,0.707555,51.43000030517578,-2.2243311841937508
2020-02-25,52.02000045776367,49.689998626708984,51.369998931884766,49.900001525878906,0.765515,49.900001525878906,-2.8615873789583612
2020-02-26,50.439998626708984,48.29999923706055,50.08000183105469,48.72999954223633,0.764989,48.72999954223633,-2.6956913727211984
2020-02-27,48.380001068115234,45.880001068115234,47.939998626708984,46.810001373291016,447.356482,46.810001373291016,-2.3571073963035314
2020-02-28,47.029998779296875,43.849998474121094,46.4900016784668,47.09000015258789,1.059301,47.09000015258789,1.2905968002986772
2020-03-01,44.70000076293945,43.40999984741211,43.720001220703125,44.56999969482422,1.006074,44.56999969482422,1.9441867575213754
2020-03-02,47.560001373291016,43.31999969482422,43.70000076293945,44.7599983215332,0.918575,44.7599983215332,2.4256236615279407
2020-03-03,48.65999984741211,46.470001220703125,47.720001220703125,46.75,0.98567,46.75,-2.0326932017811727
2020-03-04,48.40999984741211,46.650001525878906,46.939998626708984,47.18000030517578,0.724225,47.18000030517578,0.5112946005291003
2020-03-05,47.56999969482422,45.650001525878906,47.130001068115234,46.779998779296875,0.683404,46.779998779296875,-0.7426316165631189
2020-03-06,46.380001068115234,41.04999923706055,46.09000015258789,45.900001525878906,1.204734,45.900001525878906,-0.4122339467996643
2020-03-08,33.59000015258789,30.0,32.869998931884766,32.540000915527344,9.965471,32.540000915527344,-1.0039489719523997
2020-03-09,34.880001068115234,27.34000015258789,32.869998931884766,41.279998779296875,1.693652,41.279998779296875,25.585640768774674
2020-03-10,35.02000045776367,30.200000762939453,30.3700008392334,31.1299991607666,0.997569,31.1299991607666,2.5024639464329597
2020-03-11,36.349998474121094,32.560001373291016,34.619998931884766,34.36000061035156,0.824665,34.36000061035156,-0.7510061512270776
2020-03-12,33.630001068115234,30.020000457763672,33.06999969482422,32.97999954223633,0.963502,32.97999954223633,-0.2721504488008101
2020-03-13,33.869998931884766,31.1299991607666,31.18000030517578,32.93000030517578,331.620435,32.93000030517578,5.612572106708753
2020-03-15,33.75,29.75,33.75,30.40999984741211,3.821877,30.40999984741211,-9.896296748408565
2020-03-16,33.75,28.100000381469727,33.75,31.729999542236328,0.663525,31.729999542236328,-5.9851865415219905
2020-03-17,30.299999237060547,26.6299991607666,28.690000534057617,28.700000762939453,0.521494,28.700000762939453,0.034856147423088284
2020-03-18,27.600000381469727,20.520000457763672,27.299999237060547,27.329999923706055,0.912915,27.329999923706055,0.10989262814623454
2020-03-19,28.280000686645508,21.770000457763672,22.81999969482422,20.829999923706055,1.079855,20.829999923706055,-8.720419797242652
2020-03-20,28.489999771118164,22.389999389648438,25.59000015258789,25.90999984741211,1.092222,25.90999984741211,1.250487272044262
2020-03-22,23.06999969482422,20.799999237060547,22.65999984741211,21.540000915527344,3.63692,21.540000915527344,-4.942625504971816
2020-03-23,24.600000381469727,21.790000915527344,22.709999084472656,24.450000762939453,409.601397,24.450000762939453,7.661830685217754
2020-03-24,25.15999984741211,23.09000015258789,24.139999389648438,24.549999237060547,300.01241,24.549999237060547,1.6984252600599608
2020-03-25,25.06999969482422,22.90999984741211,24.829999923706055,24.309999465942383,290.110034,24.309999465942383,-2.094242687722321
